Date,Open,High,Low,Closed,% Chg.,Change,Prev. Closed,Volume,Turnover
1999/07/26,1510.410000,1511.260000,1510.410000,1511.260000,0.060000,0.850000,1510.410000,785830,130429972
1999/07/27,1511.260000,1515.190000,1511.260000,1515.190000,0.260000,3.930000,1511.260000,852946,124710098
1999/07/28,1515.190000,1530.460000,1515.190000,1530.460000,1.000000,15.270000,1515.190000,1262801,175031448
1999/07/29,1530.460000,1535.570000,1530.460000,1535.570000,0.330000,5.110000,1530.460000,785992,120999698
1999/07/31,1535.570000,1555.210000,1535.570000,1555.210000,1.260000,19.640000,1535.570000,2128850,289823606
1999/08/01,1555.210000,1584.150000,1555.210000,1584.150000,1.830000,28.940000,1555.210000,2383751,346872084
1999/08/02,1584.150000,1587.050000,1584.150000,1587.050000,0.180000,2.900000,1584.150000,1574514,214773775
1999/08/03,1587.050000,1587.050000,1581.810000,1581.810000,-0.330000,-5.240000,1587.050000,1399731,195113053
1999/08/04,1581.810000,1586.930000,1581.810000,1586.930000,0.320000,5.120000,1581.810000,1276747,208954527
1999/08/05,1586.930000,1597.600000,1586.930000,1597.600000,0.670000,10.670000,1586.930000,855453,137809074
1999/08/07,1597.600000,1618.970000,1597.600000,1618.970000,1.320000,21.370000,1597.600000,2380386,383456784
1999/08/08,1618.970000,1618.970000,1601.910000,1601.910000,-1.060000,-17.060000,1618.970000,1710889,269204412
1999/08/09,1601.910000,1612.010000,1601.910000,1612.010000,0.630000,10.100000,1601.910000,3619818,405150736
1999/08/10,1612.010000,1623.860000,1612.010000,1623.860000,0.730000,11.850000,1612.010000,1485743,188280533
1999/08/11,1623.860000,1660.220000,1623.860000,1660.220000,2.190000,36.360000,1623.860000,2320267,270753479
1999/08/12,1660.220000,1661.030000,1660.220000,1661.030000,0.050000,0.810000,1660.220000,1920799,191616731
1999/08/14,1661.030000,1675.040000,1661.030000,1675.040000,0.840000,14.010000,1661.030000,3886025,470986178
1999/08/15,1675.040000,1675.040000,1663.290000,1663.290000,-0.710000,-11.750000,1675.040000,2086718,268054647
1999/08/16,1663.290000,1681.320000,1663.290000,1681.320000,1.070000,18.030000,1663.290000,1880022,228510742
1999/08/17,1681.320000,1681.320000,1665.700000,1665.700000,-0.940000,-15.620000,1681.320000,2003407,252574943
1999/08/18,1665.700000,1665.700000,1654.980000,1654.980000,-0.650000,-10.720000,1665.700000,1799195,238015015
1999/08/19,1654.980000,1654.980000,1642.420000,1642.420000,-0.760000,-12.560000,1654.980000,1110365,132976863
1999/08/21,1642.420000,1649.120000,1642.420000,1649.120000,0.410000,6.700000,1642.420000,1457107,200358553
1999/08/22,1649.120000,1655.430000,1649.120000,1655.430000,0.380000,6.310000,1649.120000,1103419,155634982
1999/08/23,1655.430000,1655.430000,1649.660000,1649.660000,-0.350000,-5.770000,1655.430000,1035680,142732170
1999/08/24,1649.660000,1649.660000,1640.770000,1640.770000,-0.540000,-8.890000,1649.660000,846338,110795349
1999/08/25,1640.770000,1640.770000,1618.370000,1618.370000,-1.380000,-22.400000,1640.770000,1469685,205518343
1999/08/26,1618.370000,1628.170000,1618.370000,1628.170000,0.600000,9.800000,1618.370000,554814,76192974
1999/08/28,1628.170000,1628.170000,1622.590000,1622.590000,-0.340000,-5.580000,1628.170000,774422,115026067
1999/08/29,1622.590000,1643.540000,1622.590000,1643.540000,1.270000,20.950000,1622.590000,1206548,169172635
1999/08/30,1643.540000,1655.560000,1643.540000,1655.560000,0.730000,12.020000,1643.540000,1509080,189147471
1999/08/31,1655.560000,1658.550000,1655.560000,1658.550000,0.180000,2.990000,1655.560000,1228489,179644625
1999/09/01,1658.550000,1658.550000,1652.670000,1652.670000,-0.360000,-5.880000,1658.550000,1601842,229285592
1999/09/02,1652.670000,1652.670000,1650.020000,1650.020000,-0.160000,-2.650000,1652.670000,546872,76410135
1999/09/04,1650.020000,1650.020000,1641.940000,1641.940000,-0.490000,-8.080000,1650.020000,1475889,201135793
1999/09/05,1641.940000,1641.940000,1635.900000,1635.900000,-0.370000,-6.040000,1641.940000,1134790,139039316
1999/09/06,1635.900000,1635.900000,1634.540000,1634.540000,-0.080000,-1.360000,1635.900000,975456,137434459
1999/09/07,1634.540000,1639.750000,1634.540000,1639.750000,0.320000,5.210000,1634.540000,1389734,148441621
1999/09/08,1639.750000,1649.870000,1639.750000,1649.870000,0.610000,10.120000,1639.750000,1378474,193578235
1999/09/09,1649.870000,1654.080000,1649.870000,1654.080000,0.250000,4.210000,1649.870000,1079987,147548996
1999/09/11,1654.080000,1657.070000,1654.080000,1657.070000,0.180000,2.990000,1654.080000,1868371,255999210
1999/09/12,1657.070000,1663.340000,1657.070000,1663.340000,0.380000,6.270000,1657.070000,1724149,204590171
1999/09/13,1663.340000,1663.340000,1660.560000,1660.560000,-0.170000,-2.780000,1663.340000,2889842,202179762
1999/09/14,1660.560000,1670.310000,1660.560000,1670.310000,0.580000,9.750000,1660.560000,3080772,251854204
1999/09/15,1670.310000,1670.310000,1664.340000,1664.340000,-0.360000,-5.970000,1670.310000,2822888,247499682
1999/09/16,1664.340000,1667.680000,1664.340000,1667.680000,0.200000,3.340000,1664.340000,5112452,134544669
1999/09/18,1667.680000,1679.330000,1667.680000,1679.330000,0.690000,11.650000,1667.680000,4509720,260447743
1999/09/19,1679.330000,1679.850000,1679.330000,1679.850000,0.030000,0.520000,1679.330000,4205853,225379813
1999/09/20,1679.850000,1679.850000,1674.520000,1674.520000,-0.320000,-5.330000,1679.850000,4981057,188599880
1999/09/21,1674.520000,1674.520000,1669.360000,1669.360000,-0.310000,-5.160000,1674.520000,7491517,358417693
1999/09/22,1669.360000,1669.360000,1666.520000,1666.520000,-0.170000,-2.840000,1669.360000,3144506,201874652
1999/09/23,1666.520000,1670.330000,1666.520000,1670.330000,0.230000,3.810000,1666.520000,2999901,110759439
1999/09/25,1670.330000,1677.950000,1670.330000,1677.950000,0.450000,7.620000,1670.330000,4004116,232010066
1999/09/26,1677.950000,1677.950000,1673.660000,1673.660000,-0.260000,-4.290000,1677.950000,4950394,231784057
1999/09/27,1673.660000,1673.660000,1667.330000,1667.330000,-0.380000,-6.330000,1673.660000,3022799,200399951
1999/09/28,1667.330000,1667.330000,1665.790000,1665.790000,-0.090000,-1.540000,1667.330000,2258091,162329119
1999/09/29,1665.790000,1676.430000,1665.790000,1676.430000,0.630000,10.640000,1665.790000,2850836,210102228
1999/09/30,1676.430000,1680.000000,1676.430000,1680.000000,0.210000,3.570000,1676.430000,1874115,144633745
1999/10/02,1680.000000,1686.080000,1680.000000,1686.080000,0.360000,6.080000,1680.000000,3186435,237202058
1999/10/03,1686.080000,1686.080000,1684.360000,1684.360000,-0.100000,-1.720000,1686.080000,2260915,182304504
1999/10/04,1684.360000,1684.360000,1682.730000,1682.730000,-0.100000,-1.630000,1684.360000,2280576,178485677
1999/10/05,1682.730000,1682.730000,1680.020000,1680.020000,-0.160000,-2.710000,1682.730000,1561064,157676831
1999/10/06,1680.020000,1684.710000,1680.020000,1684.710000,0.280000,4.690000,1680.020000,2455907,177083265
1999/10/07,1684.710000,1688.320000,1684.710000,1688.320000,0.210000,3.610000,1684.710000,1124304,120756974
1999/10/09,1688.320000,1688.320000,1660.290000,1660.290000,-1.690000,-28.030000,1688.320000,4151138,402456322
1999/10/10,1660.290000,1671.460000,1660.290000,1671.460000,0.670000,11.170000,1660.290000,1168302,119591274
1999/10/11,1671.460000,1671.460000,1665.870000,1665.870000,-0.340000,-5.590000,1671.460000,2403377,223836441
1999/10/12,1665.870000,1665.870000,1657.780000,1657.780000,-0.490000,-8.090000,1665.870000,3043203,315951475
1999/10/13,1657.780000,1657.780000,1657.700000,1657.700000,0.000000,-0.080000,1657.780000,3294885,290858597
1999/10/14,1657.700000,1670.650000,1657.700000,1670.650000,0.780000,12.950000,1657.700000,2597830,188268313
1999/10/16,1670.650000,1674.760000,1670.650000,1674.760000,0.250000,4.110000,1670.650000,3156551,189707278
1999/10/17,1674.760000,1679.910000,1674.760000,1679.910000,0.310000,5.150000,1674.760000,3096929,226948675
1999/10/18,1679.910000,1679.910000,1676.050000,1676.050000,-0.230000,-3.860000,1679.910000,3180766,231803086
1999/10/19,1676.050000,1676.050000,1673.300000,1673.300000,-0.160000,-2.750000,1676.050000,2779530,210191256
1999/10/20,1673.300000,1673.300000,1670.740000,1670.740000,-0.150000,-2.560000,1673.300000,2362720,189674593
1999/10/21,1670.740000,1672.050000,1670.740000,1672.050000,0.080000,1.310000,1670.740000,1114998,85103281
1999/10/23,1672.050000,1681.240000,1672.050000,1681.240000,0.550000,9.190000,1672.050000,1975888,167392084
1999/10/24,1681.240000,1682.720000,1681.240000,1682.720000,0.090000,1.480000,1681.240000,3101242,176139004
1999/10/25,1682.720000,1684.790000,1682.720000,1684.790000,0.120000,2.070000,1682.720000,5069400,211800983
1999/10/26,1684.790000,1691.360000,1684.790000,1691.360000,0.390000,6.570000,1684.790000,5052965,226449603
1999/10/27,1691.360000,1702.610000,1691.360000,1702.610000,0.660000,11.250000,1691.360000,4648153,342945671
1999/10/28,1702.610000,1703.560000,1702.610000,1703.560000,0.060000,0.950000,1702.610000,2231053,175618887
1999/10/30,1703.560000,1703.560000,1698.820000,1698.820000,-0.280000,-4.740000,1703.560000,2482685,112889715
1999/10/31,1698.820000,1710.730000,1698.820000,1710.730000,0.700000,11.910000,1698.820000,705207,61828902
1999/11/01,1710.730000,1724.560000,1710.730000,1724.560000,0.800000,13.830000,1710.730000,3142103,302249625
1999/11/02,1724.560000,1731.270000,1724.560000,1731.270000,0.390000,6.710000,1724.560000,4381830,400899565
1999/11/03,1731.270000,1731.270000,1724.350000,1724.350000,-0.400000,-6.920000,1731.270000,2953150,307111858
1999/11/04,1724.350000,1730.490000,1724.350000,1730.490000,0.350000,6.140000,1724.350000,1101596,85171575
1999/11/06,1730.490000,1760.480000,1730.490000,1760.480000,1.700000,29.990000,1730.490000,5062321,401742037
1999/11/07,1760.480000,1771.310000,1760.480000,1771.310000,0.610000,10.830000,1760.480000,6142715,505025065
1999/11/08,1771.310000,1777.750000,1771.310000,1777.750000,0.360000,6.440000,1771.310000,7183711,592032634
1999/11/09,1777.750000,1793.890000,1777.750000,1793.890000,0.900000,16.140000,1777.750000,3969913,412970219
1999/11/10,1793.890000,1803.420000,1793.890000,1803.420000,0.530000,9.530000,1793.890000,3865061,449630378
1999/11/13,1803.420000,1833.280000,1803.420000,1833.280000,1.630000,29.860000,1803.420000,4053131,366678750
1999/11/14,1833.280000,1846.720000,1833.280000,1846.720000,0.730000,13.440000,1833.280000,6106155,520975396
1999/11/15,1846.720000,1856.220000,1846.720000,1856.220000,0.510000,9.500000,1846.720000,3934127,393589254
1999/11/16,1856.220000,1879.500000,1856.220000,1879.500000,1.240000,23.280000,1856.220000,5614292,722830454
1999/11/17,1879.500000,1914.840000,1879.500000,1914.840000,1.850000,35.340000,1879.500000,5343090,599929726
1999/11/18,1914.840000,1948.450000,1914.840000,1948.450000,1.720000,33.610000,1914.840000,3529240,387106388
1999/11/20,1948.450000,1978.200000,1948.450000,1978.200000,1.500000,29.750000,1948.450000,5049642,614495577
1999/11/21,1978.200000,1978.200000,1951.210000,1951.210000,-1.380000,-26.990000,1978.200000,4137104,581232410
1999/11/22,1951.210000,1951.210000,1914.260000,1914.260000,-1.930000,-36.950000,1951.210000,3479457,410433774
1999/11/23,1914.260000,1928.500000,1914.260000,1928.500000,0.740000,14.240000,1914.260000,3197892,397581408
1999/11/24,1928.500000,1929.450000,1928.500000,1929.450000,0.050000,0.950000,1928.500000,2178334,291690077
1999/11/25,1929.450000,1941.920000,1929.450000,1941.920000,0.640000,12.470000,1929.450000,1018523,94487258
1999/11/27,1941.920000,1946.280000,1941.920000,1946.280000,0.220000,4.360000,1941.920000,1987967,239862647
1999/11/28,1946.280000,1946.280000,1937.130000,1937.130000,-0.470000,-9.150000,1946.280000,2374621,254687842
1999/11/29,1937.130000,1937.130000,1925.660000,1925.660000,-0.600000,-11.470000,1937.130000,2086603,249372568
1999/11/30,1925.660000,1925.660000,1896.380000,1896.380000,-1.540000,-29.280000,1925.660000,3185245,389492229
1999/12/01,1896.380000,1914.450000,1896.380000,1914.450000,0.940000,18.070000,1896.380000,2317470,270529677
1999/12/02,1914.450000,1924.710000,1914.450000,1924.710000,0.530000,10.260000,1914.450000,1342407,124285067
1999/12/04,1924.710000,1931.180000,1924.710000,1931.180000,0.340000,6.470000,1924.710000,2586445,269840981
1999/12/05,1931.180000,1953.020000,1931.180000,1953.020000,1.120000,21.840000,1931.180000,5379330,425458971
1999/12/06,1953.020000,1961.220000,1953.020000,1961.220000,0.420000,8.200000,1953.020000,5294111,516568448
1999/12/07,1961.220000,1961.220000,1955.060000,1955.060000,-0.320000,-6.160000,1961.220000,3324902,423223102
1999/12/08,1955.060000,1963.480000,1955.060000,1963.480000,0.430000,8.420000,1955.060000,2495650,216299117
1999/12/09,1963.480000,1977.060000,1963.480000,1977.060000,0.690000,13.580000,1963.480000,3419248,135019893
1999/12/11,1977.060000,1999.430000,1977.060000,1999.430000,1.120000,22.370000,1977.060000,6313553,436932024
1999/12/12,1999.430000,1999.430000,1991.760000,1991.760000,-0.390000,-7.670000,1999.430000,3654662,364039277
1999/12/13,1991.760000,1991.760000,1983.890000,1983.890000,-0.400000,-7.870000,1991.760000,4964277,413306097
1999/12/14,1983.890000,1983.890000,1976.710000,1976.710000,-0.360000,-7.180000,1983.890000,4033819,316717964
1999/12/15,1976.710000,1976.710000,1971.610000,1971.610000,-0.260000,-5.100000,1976.710000,2076787,215575668
1999/12/16,1971.610000,1974.050000,1971.610000,1974.050000,0.120000,2.440000,1971.610000,1025046,81960121
1999/12/18,1974.050000,1987.290000,1974.050000,1987.290000,0.670000,13.240000,1974.050000,3504526,284521376
1999/12/19,1987.290000,1987.290000,1984.170000,1984.170000,-0.160000,-3.120000,1987.290000,6190289,306098369
1999/12/20,1984.170000,1984.170000,1972.560000,1972.560000,-0.590000,-11.610000,1984.170000,4661762,288820379
1999/12/21,1972.560000,1972.560000,1944.110000,1944.110000,-1.460000,-28.450000,1972.560000,4198419,333285427
1999/12/22,1944.110000,1956.570000,1944.110000,1956.570000,0.640000,12.460000,1944.110000,2947365,185911896
1999/12/23,1956.570000,1965.380000,1956.570000,1965.380000,0.450000,8.810000,1956.570000,894451,64843403
1999/12/25,1965.380000,1984.270000,1965.380000,1984.270000,0.950000,18.890000,1965.380000,2107979,179156855
1999/12/26,1984.270000,2001.080000,1984.270000,2001.080000,0.840000,16.810000,1984.270000,2379855,298362904
1999/12/27,2001.080000,2001.080000,1995.020000,1995.020000,-0.300000,-6.060000,2001.080000,1820243,271020796
1999/12/28,1995.020000,2006.310000,1995.020000,2006.310000,0.560000,11.290000,1995.020000,1817303,253848282
1999/12/29,2006.310000,2028.530000,2006.310000,2028.530000,1.100000,22.220000,2006.310000,3048501,452629074
2000/01/12,2028.530000,2051.300000,2028.530000,2051.300000,1.110000,22.770000,2028.530000,1479228,225156778
2000/01/13,2051.300000,2061.200000,2051.300000,2061.200000,0.480000,9.900000,2051.300000,650458,100221148
2000/01/15,2061.200000,2079.430000,2061.200000,2079.430000,0.880000,18.230000,2061.200000,3650798,391307098
2000/01/16,2079.430000,2079.430000,2058.340000,2058.340000,-1.020000,-21.090000,2079.430000,3181325,386854621
2000/01/17,2058.340000,2082.740000,2058.340000,2082.740000,1.170000,24.400000,2058.340000,3515198,364623509
2000/01/18,2082.740000,2082.740000,2071.860000,2071.860000,-0.530000,-10.880000,2082.740000,3406879,328645951
2000/01/19,2071.860000,2097.890000,2071.860000,2097.890000,1.240000,26.030000,2071.860000,3983683,369565916
2000/01/20,2097.890000,2105.110000,2097.890000,2105.110000,0.340000,7.220000,2097.890000,1913699,165355312
2000/01/22,2105.110000,2105.110000,2098.180000,2098.180000,-0.330000,-6.930000,2105.110000,2759577,300006224
2000/01/23,2098.180000,2098.180000,2077.990000,2077.990000,-0.970000,-20.190000,2098.180000,3110862,325424965
2000/01/24,2077.990000,2077.990000,2058.820000,2058.820000,-0.930000,-19.170000,2077.990000,2940322,300332672
2000/01/25,2058.820000,2064.080000,2058.820000,2064.080000,0.250000,5.260000,2058.820000,2831991,246718801
2000/01/26,2064.080000,2064.080000,2045.120000,2045.120000,-0.930000,-18.960000,2064.080000,3055378,303705816
2000/01/27,2045.120000,2045.120000,2040.240000,2040.240000,-0.240000,-4.880000,2045.120000,1700904,200621913
2000/01/29,2040.240000,2040.240000,2008.290000,2008.290000,-1.590000,-31.950000,2040.240000,2899518,313767828
2000/01/30,2008.290000,2008.290000,1954.520000,1954.520000,-2.750000,-53.770000,2008.290000,2573186,366908299
2000/01/31,1954.520000,1990.400000,1954.520000,1990.400000,1.800000,35.880000,1954.520000,2213061,285473802
2000/02/01,1990.400000,1990.400000,1986.130000,1986.130000,-0.210000,-4.270000,1990.400000,1974660,247160476
2000/02/02,1986.130000,1994.420000,1986.130000,1994.420000,0.420000,8.290000,1986.130000,1785282,169229565
2000/02/03,1994.420000,1995.230000,1994.420000,1995.230000,0.040000,0.810000,1994.420000,1343490,188397840
2000/02/05,1995.230000,2003.390000,1995.230000,2003.390000,0.410000,8.160000,1995.230000,2133479,218095060
2000/02/06,2003.390000,2028.580000,2003.390000,2028.580000,1.240000,25.190000,2003.390000,2433253,326802532
2000/02/07,2028.580000,2037.280000,2028.580000,2037.280000,0.430000,8.700000,2028.580000,3015515,311115200
2000/02/08,2037.280000,2043.820000,2037.280000,2043.820000,0.320000,6.540000,2037.280000,4124511,390067347
2000/02/09,2043.820000,2043.820000,2036.100000,2036.100000,-0.380000,-7.720000,2043.820000,1683757,258168048
2000/02/10,2036.100000,2036.100000,2035.670000,2035.670000,-0.020000,-0.430000,2036.100000,1079087,106231071
2000/02/12,2035.670000,2043.240000,2035.670000,2043.240000,0.370000,7.570000,2035.670000,2388408,225877249
2000/02/13,2043.240000,2049.800000,2043.240000,2049.800000,0.320000,6.560000,2043.240000,3133198,230372549
2000/02/14,2049.800000,2058.380000,2049.800000,2058.380000,0.420000,8.580000,2049.800000,4362258,361717807
2000/02/15,2058.380000,2058.380000,2029.250000,2029.250000,-1.440000,-29.130000,2058.380000,3478552,285760689
2000/02/16,2029.250000,2029.250000,2017.470000,2017.470000,-0.580000,-11.780000,2029.250000,2733616,247750202
2000/02/17,2017.470000,2018.880000,2017.470000,2018.880000,0.070000,1.410000,2017.470000,965868,126901527
2000/02/19,2018.880000,2018.880000,1968.640000,1968.640000,-2.550000,-50.240000,2018.880000,2626662,267103935
2000/02/20,1968.640000,1968.640000,1963.040000,1963.040000,-0.290000,-5.600000,1968.640000,1697196,153424214
2000/02/21,1963.040000,1989.680000,1963.040000,1989.680000,1.340000,26.640000,1963.040000,2157293,225050878
2000/02/22,1989.680000,1989.680000,1978.590000,1978.590000,-0.560000,-11.090000,1989.680000,1630477,189490410
2000/02/23,1978.590000,1978.910000,1978.590000,1978.910000,0.020000,0.320000,1978.590000,1594554,125258531
2000/02/24,1978.910000,1996.060000,1978.910000,1996.060000,0.860000,17.150000,1978.910000,1257417,110045819
2000/02/26,1996.060000,1996.060000,1995.560000,1995.560000,-0.030000,-0.500000,1996.060000,1748697,162972039
2000/02/27,1995.560000,2001.900000,1995.560000,2001.900000,0.320000,6.340000,1995.560000,2144956,153772082
2000/02/28,2001.900000,2013.960000,2001.900000,2013.960000,0.600000,12.060000,2001.900000,2156148,236415707
2000/02/29,2013.960000,2013.960000,2012.660000,2012.660000,-0.060000,-1.300000,2013.960000,2845921,245136705
2000/03/01,2012.660000,2012.660000,2012.140000,2012.140000,-0.030000,-0.520000,2012.660000,2796890,282051329
2000/03/02,2012.140000,2015.770000,2012.140000,2015.770000,0.180000,3.630000,2012.140000,1555145,165082371
2000/03/04,2015.770000,2018.760000,2015.770000,2018.760000,0.150000,2.990000,2015.770000,3702481,366995698
2000/03/05,2018.760000,2018.760000,2011.840000,2011.840000,-0.340000,-6.920000,2018.760000,3499478,278637240
2000/03/06,2011.840000,2011.840000,2003.240000,2003.240000,-0.430000,-8.600000,2011.840000,3787455,232150082
2000/03/07,2003.240000,2010.710000,2003.240000,2010.710000,0.370000,7.470000,2003.240000,2681929,253880543
2000/03/08,2010.710000,2010.710000,2007.620000,2007.620000,-0.150000,-3.090000,2010.710000,2393556,276275071
2000/03/09,2007.620000,2007.620000,2004.290000,2004.290000,-0.170000,-3.330000,2007.620000,1266600,168231866
2000/03/11,2004.290000,2012.720000,2004.290000,2012.720000,0.420000,8.430000,2004.290000,1891346,220608070
2000/03/12,2012.720000,2020.290000,2012.720000,2020.290000,0.370000,7.570000,2012.720000,2023088,228814801
2000/03/13,2020.290000,2022.130000,2020.290000,2022.130000,0.090000,1.840000,2020.290000,1832600,213858924
2000/03/21,2022.130000,2022.130000,2006.280000,2006.280000,-0.790000,-15.850000,2022.130000,1542087,177766577
2000/03/22,2006.280000,2006.350000,2006.280000,2006.350000,0.000000,0.070000,2006.280000,919195,100031065
2000/03/23,2006.350000,2006.990000,2006.350000,2006.990000,0.030000,0.640000,2006.350000,555810,57777526
2000/03/25,2006.990000,2014.020000,2006.990000,2014.020000,0.350000,7.030000,2006.990000,1110980,143177932
2000/03/26,2014.020000,2014.020000,2009.700000,2009.700000,-0.210000,-4.320000,2014.020000,1281480,189289060
2000/03/27,2009.700000,2009.700000,2006.870000,2006.870000,-0.140000,-2.830000,2009.700000,617117,71829497
2000/03/28,2006.870000,2006.870000,2005.130000,2005.130000,-0.090000,-1.740000,2006.870000,683901,62687601
2000/03/29,2005.130000,2005.130000,1988.140000,1988.140000,-0.850000,-16.990000,2005.130000,1245327,133227792
2000/03/30,1988.140000,1988.140000,1987.570000,1987.570000,-0.030000,-0.570000,1988.140000,897590,99504790
2000/04/01,1987.570000,1998.720000,1987.570000,1998.720000,0.560000,11.150000,1987.570000,1419988,179200667
2000/04/02,1998.720000,2034.230000,1998.720000,2034.230000,1.750000,35.510000,1998.720000,2437988,357864806
2000/04/03,2034.230000,2042.150000,2034.230000,2042.150000,0.390000,7.920000,2034.230000,1637533,225462375
2000/04/04,2042.150000,2046.070000,2042.150000,2046.070000,0.190000,3.920000,2042.150000,1868042,218298430
2000/04/05,2046.070000,2046.070000,2032.770000,2032.770000,-0.650000,-13.300000,2046.070000,1774455,266884639
2000/04/06,2032.770000,2035.420000,2032.770000,2035.420000,0.130000,2.650000,2032.770000,679001,98426865
2000/04/08,2035.420000,2035.420000,2029.200000,2029.200000,-0.310000,-6.220000,2035.420000,1521020,209036483
2000/04/09,2029.200000,2030.080000,2029.200000,2030.080000,0.040000,0.880000,2029.200000,1482956,183757250
2000/04/10,2030.080000,2030.080000,2019.010000,2019.010000,-0.550000,-11.070000,2030.080000,1350774,198144741
2000/04/11,2019.010000,2019.010000,2009.830000,2009.830000,-0.460000,-9.180000,2019.010000,1250228,151697831
2000/04/12,2009.830000,2009.830000,1990.750000,1990.750000,-0.960000,-19.080000,2009.830000,1639104,203723853
2000/04/13,1990.750000,1991.910000,1990.750000,1991.910000,0.060000,1.160000,1990.750000,852366,113938706
2000/04/15,1991.910000,1991.910000,1948.060000,1948.060000,-2.250000,-43.850000,1991.910000,1596645,174965090
2000/04/16,1948.060000,1967.310000,1948.060000,1967.310000,0.980000,19.250000,1948.060000,1223500,145260789
2000/04/17,1967.310000,1967.310000,1959.600000,1959.600000,-0.390000,-7.710000,1967.310000,1435039,191797966
2000/04/18,1959.600000,1967.620000,1959.600000,1967.620000,0.410000,8.020000,1959.600000,1575150,132735531
2000/04/19,1967.620000,1995.130000,1967.620000,1995.130000,1.380000,27.510000,1967.620000,2274649,198650532
2000/04/20,1995.130000,2007.000000,1995.130000,2007.000000,0.590000,11.870000,1995.130000,1404919,143183256
2000/04/22,2007.000000,2007.000000,2005.650000,2005.650000,-0.070000,-1.350000,2007.000000,2273976,269806968
2000/04/23,2005.650000,2005.650000,2001.500000,2001.500000,-0.210000,-4.150000,2005.650000,1904011,217835048
2000/04/24,2001.500000,2001.500000,1997.230000,1997.230000,-0.210000,-4.270000,2001.500000,2038110,178167086
2000/04/25,1997.230000,2003.480000,1997.230000,2003.480000,0.310000,6.250000,1997.230000,1764662,139573777
2000/04/26,2003.480000,2012.210000,2003.480000,2012.210000,0.430000,8.730000,2003.480000,1618035,193889766
2000/04/27,2012.210000,2021.740000,2012.210000,2021.740000,0.470000,9.530000,2012.210000,856506,89815897
2000/04/29,2021.740000,2032.110000,2021.740000,2032.110000,0.510000,10.370000,2021.740000,1614882,160544535
2000/04/30,2032.110000,2032.110000,2018.470000,2018.470000,-0.680000,-13.640000,2032.110000,2295101,207892066
2000/05/01,2018.470000,2035.700000,2018.470000,2035.700000,0.850000,17.230000,2018.470000,1549964,201648977
2000/05/02,2035.700000,2039.970000,2035.700000,2039.970000,0.210000,4.270000,2035.700000,1484198,178245061
2000/05/03,2039.970000,2039.970000,2034.960000,2034.960000,-0.250000,-5.010000,2039.970000,1060644,144577394
2000/05/04,2034.960000,2034.960000,2031.660000,2031.660000,-0.160000,-3.300000,2034.960000,451115,59545534
2000/05/06,2031.660000,2036.060000,2031.660000,2036.060000,0.220000,4.400000,2031.660000,743615,64803088
2000/05/07,2036.060000,2043.470000,2036.060000,2043.470000,0.360000,7.410000,2036.060000,1648290,195322615
2000/05/08,2043.470000,2046.670000,2043.470000,2046.670000,0.160000,3.200000,2043.470000,1392655,214197842
2000/05/09,2046.670000,2048.820000,2046.670000,2048.820000,0.100000,2.150000,2046.670000,1673625,223090977
2000/05/10,2048.820000,2048.820000,2031.800000,2031.800000,-0.840000,-17.020000,2048.820000,1473958,186389557
2000/05/11,2031.800000,2031.800000,2028.490000,2028.490000,-0.160000,-3.310000,2031.800000,1259677,167190813
2000/05/13,2028.490000,2039.720000,2028.490000,2039.720000,0.550000,11.230000,2028.490000,1922702,175918720
2000/05/14,2039.720000,2048.170000,2039.720000,2048.170000,0.410000,8.450000,2039.720000,1960957,208630836
2000/05/15,2048.170000,2048.770000,2048.170000,2048.770000,0.030000,0.600000,2048.170000,2238207,224386557
2000/05/16,2048.770000,2050.710000,2048.770000,2050.710000,0.090000,1.940000,2048.770000,2746281,271410778
2000/05/17,2050.710000,2050.710000,2049.100000,2049.100000,-0.080000,-1.610000,2050.710000,2081615,240559421
2000/05/18,2049.100000,2052.640000,2049.100000,2052.640000,0.170000,3.540000,2049.100000,893517,100442309
2000/05/20,2052.640000,2052.640000,2051.980000,2051.980000,-0.030000,-0.660000,2052.640000,1524564,242822616
2000/05/21,2051.980000,2051.980000,2047.070000,2047.070000,-0.240000,-4.910000,2051.980000,1404891,149182032
2000/05/22,2047.070000,2047.070000,2033.980000,2033.980000,-0.640000,-13.090000,2047.070000,1827559,220195232
2000/05/23,2033.980000,2039.200000,2033.980000,2039.200000,0.260000,5.220000,2033.980000,1292008,157046697
2000/05/24,2039.200000,2039.200000,2031.840000,2031.840000,-0.360000,-7.360000,2039.200000,1833136,138442184
2000/05/25,2031.840000,2037.540000,2031.840000,2037.540000,0.280000,5.700000,2031.840000,762362,105617426
2000/05/27,2037.540000,2037.540000,2027.060000,2027.060000,-0.520000,-10.480000,2037.540000,1348026,140539160
2000/05/28,2027.060000,2027.100000,2027.060000,2027.100000,0.000000,0.040000,2027.060000,830936,124945818
2000/05/29,2027.100000,2027.100000,2019.460000,2019.460000,-0.380000,-7.640000,2027.100000,1103869,124845023
2000/05/30,2019.460000,2019.460000,2014.780000,2014.780000,-0.230000,-4.680000,2019.460000,1411195,102478295
2000/05/31,2014.780000,2015.180000,2014.780000,2015.180000,0.020000,0.400000,2014.780000,1379498,78441252
2000/06/01,2015.180000,2016.150000,2015.180000,2016.150000,0.050000,0.970000,2015.180000,748036,63098278
